5286	M;C	AKPA AKPRO	Lazio	3
333	M;C	CATALDI	Lazio	3
4975	M;C	ESCALANTE	Lazio	3
434	M;C	JAJALO	Udinese	3
5300	Ds;E	HICKEY	Bologna	3
1868	Ds;E	MURRU	Sampdoria	3
2214	Ds;Dc	KOLAROV	Inter	3
521	Ds;Dc	PELUSO	Sassuolo	3
256	Ds;Dc	JUAN JESUS	Napoli	3
2116	Dd;E	FARAGO'	Cagliari	3
805	Dd;E	FIAMOZZI	Empoli	3
2860	Dd;E	MALCUIT	Napoli	3
5398	Dd;E	REYNOLDS	Roma	3
2141	Dd;E	DEPAOLI	Sampdoria	3
4985	Dd;E	VIGNALI	Spezia	3
2174	Dd;Ds;E	VENUTI	Fiorentina	3
327	Dd;Dc;E	PATRIC	Lazio	3
4979	Dd;Dc	AYHAN	Sassuolo	3
5498	Dd;Dc	CASALE	Verona	3
1847	Dc	CALDARA	Venezia	3
5466	Dc	STRANDBERG	Salernitana	3
259	Dc	MURILLO	Sampdoria	3
224	Dc	DE MAIO	Udinese	3
5486	C;W	CRNIGOJ	Venezia	3
4376	C	ZURKOWSKI	Empoli	3
4498	C	HENDERSON L.	Empoli	3
27	C	GRASSI	Cagliari	3
4938	A	MORO	Lazio	3
4346	A	MILLICO	Torino	3
5004	A	FORESTIERI	Udinese	3
5446	Pc	VAN HOOIJDONK	Bologna	2
819	Pc	FAVILLI	Genoa	2
2213	M;C	CASSATA	Genoa	2
5420	M;C	DARBOE	Roma	2
5329	M;C	MAKENGO	Udinese	2
5504	M;C	COULIBALY L.	Salernitana	2
272	M	MEDEL	Bologna	2
528	M	MAGNANELLI	Sassuolo	2
4385	E;W	LAZARO	Inter	2
4375	Ds;E	TERZIC	Fiorentina	2
4946	Ds;E	FRABOTTA	Verona	2
390	Ds;E	GHOULAM	Napoli	2
4945	Ds;E	CALAFIORI	Roma	2
2206	Ds;E	FELICIOLI	Venezia	2
551	Ds;E	MOLINARO	Venezia	2
4414	Ds;Dc	DENSWIL	Bologna	2
393	Ds;Dc	LUPERTO	Empoli	2
2869	Ds;Dc	DJIDJI	Torino	2
4494	Ds;Dc	EMPEREUR	Verona	2
11	Dd;E	CONTI	Milan	2
4983	Dd;E	FERRER	Spezia	2
630	Dd;E	SALA	Spezia	2
4997	Dd;E	RUEGG	Verona	2
4976	Dd;Dc	KALULU	Milan	2
4888	Dc	SUTALO	Atalanta	2
5447	Dc	ALTARE	Cagliari	2
261	Dc	RANOCCHIA	Inter	2
4397	Dc	VAVRO	Lazio	2
5463	Dc	AYA	Salernitana	2
4519	Dc	CETIN	Verona	2
400	C;T	DEZI	Venezia	2
2253	C	BANDINELLI	Empoli	2
2121	C	MELEGONI	Genoa	2
5439	A	KALLON	Genoa	2
5485	W;T;A	BJARKASON	Venezia	1
5422	W;T	ZALEWSKI	Roma	1
5510	W;T	ROMERO L.	Lazio	1
5462	W;A	CIERVO	Roma	1
4896	T;A	MALDINI	Milan	1
5444	T	CORTINOVIS	Atalanta	1
2297	Por	ROSSI F.	Atalanta	1
4	Por	SPORTIELLO	Atalanta	1
799	Por	BARDI	Bologna	1
42	Por	SARR M.	Bologna	1
1946	Por	ARESTI	Cagliari	1
3	Por	RADUNOVIC	Cagliari	1
481	Por	BRIGNOLI	Empoli	1
5448	Por	FURLAN	Empoli	1
2790	Por	ROSATI	Fiorentina	1
2815	Por	TERRACCIANO	Fiorentina	1
